,Record #,Vessel Terms,Feature Type,Lat,Lng,GP Quality
3315,53983,UNKNOWN,"Wreck - Submerged, nondangerous",47.676167,-122.44033300000001,High
3316,53984,UNKNOWN,"Wreck - Submerged, nondangerous",47.704833,-122.5045,High
3317,53986,WRECK,"Wreck - Submerged, nondangerous",47.594397,-122.40458899999999,High
3318,53987,WRECK,"Wreck - Submerged, dangerous to surface navigation",47.591044000000004,-122.496164,High
3319,53988,WRECK,"Wreck - Submerged, dangerous to surface navigation",47.594646999999995,-122.505625,High
3320,53989,WRECK,"Wreck - Submerged, dangerous to surface navigation",47.619014,-122.519733,High
3321,53990,WRECK,Wreck - Visible,47.595627,-122.51328600000001,High
3322,53991,WRECK,"Wreck - Submerged, dangerous to surface navigation",47.581410999999996,-122.479951,High
3323,54010,UNKNOWN,Wreck - Visible,54.157469999999996,-165.610313,Low
3324,53712,PRINCE GEORGE,"Wreck - Submerged, nondangerous",53.973564,-166.508033,High
3325,51608,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",51.864456,-176.618303,Low
3326,50797,TEXAS GOLD,Wreck - Visible,53.31575,-168.435328,Poor
3327,50313,TAHOMA,Not Charted,51.881989000000004,-175.885775,Poor
3328,52008,UNKNOWN,Wreck - Visible,53.83055600000001,-166.610278,High
3329,52009,UNKNOWN,Wreck - Visible,53.830278,-166.6125,High
3330,51788,ROBERT L. STEVENSON,"Wreck - Submerged, dangerous to surface navigation",51.438789,-178.32640800000001,Poor
3331,51947,DAUNTLESS,Wreck - Visible,53.925778,-166.513083,High
3332,51992,UNKNOWN,Wreck - Visible,53.871582999999994,-166.544028,High
3333,51993,SCOTIA,"Wreck - Submerged, dangerous to surface navigation",52.72961899999999,-174.071731,High
3334,51997,OPTY,Wreck - Visible,52.729243999999994,-174.062964,High
3335,54009,UNKNOWN,Wreck - Visible,54.208151,-165.620095,Low
3336,15029,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",45.010889,-83.273889,High
3337,14210,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",42.806667,-82.481667,High
3338,6312,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",46.251508,-84.182867,High
3339,5590,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",45.987035999999996,-83.897242,High
3340,5591,UNKNOWN,Wreck - Visible,45.988908,-83.897225,High
3341,5592,UNKNOWN,Wreck - Visible,45.998894,-83.825408,High
3342,5593,TWO MYRTLES,"Wreck - Submerged, dangerous to surface navigation",45.9993,-83.899211,High
3343,5594,ALICE C,"Wreck - Submerged, dangerous to surface navigation",45.999769,-83.898975,High
3344,2328,PEWABIC,Not Charted,45.100014,-83.216633,Poor
3345,2333,TWIN SCREW,"Wreck - Submerged, dangerous to surface navigation",45.661621999999994,-84.435058,Med
3346,2334,CHEBOYGAN POINT WREC,"Wreck - Submerged, dangerous to surface navigation",45.664511,-84.433086,Med
3347,2335,FALSE HENRY CLAY,"Wreck - Submerged, dangerous to surface navigation",45.700733,-84.530011,Med
3348,2336,J.H.OUTHWAITE,"Wreck - Submerged, dangerous to surface navigation",45.713761,-84.55837199999999,Med
3349,2337,UGANDA,"Wreck - Submerged, dangerous to surface navigation",45.713761,-84.55837199999999,Med
3350,2338,COAL WRECK,"Wreck - Submerged, dangerous to surface navigation",45.714039,-84.56495600000001,Med
3351,2339,IRON ORE WRECK,"Wreck - Submerged, dangerous to surface navigation",45.715539,-84.563233,Med
3352,2340,BARNUM,"Wreck - Submerged, dangerous to surface navigation",45.745233,-84.630628,Med
3353,2341,JENNE V. MERRI,,45.861121999999995,-84.566986,Low
3354,2342,BRUNO,Not Charted,45.866686,-83.416653,Poor
3355,2350,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",46.446158000000004,-84.268367,Low
3356,2352,UNKNOWN,Wreck - Visible,46.462686,-84.2862,High
3357,2353,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",46.462917,-84.287297,High
3358,2356,UNKNOWN,,46.475575,-84.302814,Low
3359,2357,UNKNOWN,Wreck - Visible,46.490486,-84.31008100000001,High
3360,2358,UNKNOWN,Wreck - Visible,46.490631,-84.310875,High
3361,2359,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",46.491471999999995,-84.3125,High
3362,2362,SAGAMORE,"Wreck - Submerged, dangerous to surface navigation",46.518,-84.632183,High
3363,2422,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",43.262442,-82.51042199999999,High
3364,2421,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",43.262386,-82.511033,Med
3365,2492,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",45.015306,-83.30380600000001,High
3366,2493,MONOHANSETT,"Wreck - Submerged, dangerous to surface navigation",45.032792,-83.191631,Low
3367,2494,SCANLON,"Wreck - Submerged, dangerous to surface navigation",45.034789,-83.326775,High
3368,2495,GRECIAN,"Wreck - Submerged, dangerous to surface navigation",44.9684,-83.19996400000001,High
3369,2187,WILLIAM R. LINN,Not Charted,43.083361,-82.41658100000001,Poor
3370,2261,SACRAMENTO,Not Charted,44.083346999999996,-82.99994699999999,Poor
3371,2262,PHILADELPHIA,Not Charted,44.105008000000005,-82.683267,Poor
3372,2263,ALBANY,Not Charted,44.116675,-82.683267,Poor
3373,2278,WATER WITCH,Not Charted,44.416681,-83.316633,Poor
3374,2948,MARY ALICE B.,"Wreck - Submerged, dangerous to surface navigation",43.338358,-82.43991899999999,Med
3375,3200,UNKNOWN,,45.233346999999995,-83.329972,
3376,3444,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",46.514853,-84.361094,Med
3377,3468,UNKNOWN,Wreck - Visible,46.489239000000005,-84.417939,High
3378,2498,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",45.054817,-83.431875,Low
3379,2499,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",45.050861,-83.435472,High
3380,2595,JOHNSON,"Wreck - Submerged, dangerous to surface navigation",45.025844,-83.34746899999999,High
3381,2596,OSCAR T. FLINT,"Wreck - Submerged, dangerous to surface navigation",45.026,-83.347528,High
3382,8198,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",45.995019,-83.898336,Med
3383,7880,UNKNOWN,Wreck - Visible,46.388222,-84.21925,High
3384,4379,UNKNOWN,Wreck - Visible,46.471131,-84.299758,High
3385,4380,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",46.484186,-84.292675,Med
3386,4381,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",46.489186,-84.285033,Med
3387,4686,UNKNOWN,Wreck - Visible,43.925014000000004,-83.46163299999999,Low
3388,4687,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",43.955014,-83.48746899999999,Med
3389,4688,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",44.016683,-83.649978,Low
3390,4533,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",46.387741999999996,-84.220058,High
3391,3954,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",46.432217,-84.579175,High
3392,14563,NELLIE GARDNER,"Wreck - Submerged, dangerous to surface navigation",44.896764000000005,-83.3275,Low
3393,14559,MONOHANSETT,"Wreck - Submerged, dangerous to surface navigation",45.033716999999996,-83.200822,Low
3394,14560,MONTANA,"Wreck - Submerged, dangerous to surface navigation",44.984083,-83.267389,High
3395,14561,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",45.062360999999996,-83.392889,High
3396,15152,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.186719000000004,-76.298275,Low
3397,14233,SAN MARCOS,"Wreck - Submerged, dangerous to surface navigation",37.719054,-76.077331,Low
3398,14340,WRECK,"Wreck - Submerged, nondangerous",38.319917,-76.367806,High
3399,14342,WRECK,"Wreck - Submerged, nondangerous",38.351778,-76.311583,High
3400,14291,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.809932,-76.030771,Low
3401,14300,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.858725,-76.215876,Low
3402,14343,WRECK,"Wreck - Submerged, nondangerous",38.318360999999996,-76.343361,High
3403,8863,UNKNOWN,,36.966536,-76.360497,Low
3404,8875,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.148319,-76.152197,High
3405,8897,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",36.913758,-76.089656,High
3406,8673,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.131444,-76.239889,High
3407,8677,MISS JEAN,Wreck - Visible,39.131,-76.244361,High
3408,8681,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.142111,-76.246972,High
3409,8689,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.148039000000004,-76.259208,High
3410,8691,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.144469,-76.263747,High
3411,12191,UNKNOWN,Wreck - Visible,37.242232,-76.488568,Low
3412,12192,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.234589,-76.50161700000001,Low
3413,12193,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.257644,-76.514117,Low
3414,11876,MARY A. DEKNIGHT,"Wreck - Submerged, nondangerous",38.940992,-76.386636,High
3415,11877,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.383958,-76.33890600000001,High
3416,11904,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.044086,-76.342056,High
3417,11935,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.462153,-76.365089,High
3418,11305,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.053728,-76.58017199999999,Poor
3419,10647,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.062778,-76.375556,Low
3420,11401,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",36.785146999999995,-76.301886,Low
3421,10675,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.0051,-76.332814,High
3422,10676,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.003281,-76.332972,High
3423,11402,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",36.780421999999994,-76.307372,Low
3424,10709,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.323147,-76.19610300000001,High
3425,11132,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.425121999999995,-76.41633900000001,Low
3426,10792,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.013166999999996,-76.05255600000001,High
3427,10804,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.068483,-76.270647,High
3428,10811,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.094981,-76.296386,High
3429,10813,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.077785999999996,-76.25850600000001,High
3430,10449,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.721153,-76.48565,High
3431,10451,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.740183,-76.48848100000001,High
3432,10823,IMPULSIVE,"Wreck - Submerged, dangerous to surface navigation",36.871666999999995,-76.33,Low
3433,10469,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.09875,-76.47744399999999,Low
3434,10470,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.030694,-76.449667,Low
3435,10471,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.030460999999995,-76.373003,High
3436,10472,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.066806,-76.383,Poor
3437,10474,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.051517,-76.353003,Low
3438,10475,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.115460999999996,-76.51001099999999,High
3439,10476,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.140628,-76.512511,Med
3440,10477,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.136128,-76.551783,High
3441,10480,CASCHALOT,"Wreck - Submerged, dangerous to surface navigation",37.915128,-76.26,Poor
3442,10481,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.938794,-76.308,High
3443,10482,CHARLOTTE,"Wreck - Submerged, dangerous to surface navigation",38.041628,-76.389842,Poor
3444,10483,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.915128,-76.211331,Low
3445,10484,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.038333,-76.355,Low
3446,11285,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",36.981221999999995,-75.993806,High
3447,11286,UNKNOWN,"Wreck - Submerged, nondangerous",37.714575,-76.194941,Low
3448,800,UNKNOWN,Wreck - Visible,36.894342,-76.340414,Low
3449,801,UNKNOWN,Wreck - Visible,36.894591999999996,-76.34021899999999,Low
3450,805,DR CARTER,Not Charted,36.901314,-76.340331,Med
3451,809,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",36.904869,-76.32188599999999,Low
3452,810,UNKNOWN,,36.907439000000004,-76.387831,Med
3453,822,UNKNOWN,,36.932089000000005,-76.157714,Med
3454,827,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",36.939675,-76.43441899999999,Low
3455,832,UNKNOWN,Not Charted,36.945978000000004,-76.043542,Low
3456,834,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",36.948478,-76.137989,Low
3457,835,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",36.949656,-76.022278,High
3458,847,UNKNOWN,,36.958481,-76.424667,Med
3459,855,WILLIAM D. SANNER,,36.960144,-76.007986,Low
3460,859,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",36.961256,-76.257994,Med
3461,860,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",36.961811,-76.266328,Low
3462,862,UNKNOWN,Wreck - Visible,36.962042,-76.414936,High
3463,864,UNKNOWN,Not Charted,36.962119,-76.40105600000001,
3464,873,UNKNOWN,Wreck - Visible,36.967339,-76.298581,Low
3465,874,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",36.970981,-76.312164,Med
3466,875,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",36.971258,-76.330219,Low
3467,883,SEA ROAMER,,36.978481,-76.330219,Low
3468,14699,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",36.800633000000005,-76.28971700000001,Poor
3469,14701,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",36.792053,-76.303453,Poor
3470,14702,UNKNOWN,Wreck - Visible,36.782047,-76.3156,Med
3471,888,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",36.983616999999995,-76.299775,Low
3472,893,BIG D,"Wreck - Submerged, dangerous to surface navigation",36.996491999999996,-76.101075,High
3473,894,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",36.996811,-76.32366400000001,Low
3474,895,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",36.996839,-76.323747,Med
3475,900,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.000144,-76.166325,Low
3476,901,PERSEVERANCE,"Wreck - Submerged, dangerous to surface navigation",37.000144,-76.249661,Low
3477,904,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.0057,-76.29571899999999,Low
3478,905,UNKNOWN,,37.006814,-76.48661700000001,Med
3479,910,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.017367,-76.044097,Low
3480,912,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.020408,-76.506919,High
3481,1278,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.137608,-76.44968100000001,Low
3482,916,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.033478,-76.116322,Low
3483,917,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.033478,-76.09965600000001,Low
3484,918,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.033478,-76.23249399999999,Med
3485,919,DRUID HILL,Not Charted,37.033478,-76.23299399999999,Low
3486,920,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.038478000000005,-76.08465600000001,Low
3487,928,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.055144,-76.221325,Low
3488,929,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.055283,-76.221408,Low
3489,937,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.070006,-76.275439,Low
3490,938,UNKNOWN,"Wreck - Submerged, nondangerous",37.075144,-76.27605,
3491,940,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.081394,-76.267189,Low
3492,941,THOMAS F. JUBB,"Wreck - Submerged, dangerous to surface navigation",37.081808,-76.267161,Low
3493,945,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.088475,-75.977986,Med
3494,946,UNKNOWN,Wreck - Visible,37.105975,-75.97993100000001,Med
3495,947,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.113475,-75.97298599999999,Low
3496,948,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.113475,-76.204658,Low
3497,950,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.125975,-75.975208,Low
3498,952,UNKNOWN,Wreck - Visible,37.140642,-76.3655,Med
3499,957,UNKNOWN,,37.237086,-76.50550600000001,Low
3500,961,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.258806,-76.34133100000001,Low
3501,962,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.263135999999996,-76.187158,Low
3502,967,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.298469,-76.190158,Low
3503,971,YC 843,Not Charted,37.337635999999996,-76.016322,Low
3504,1285,UNKNOWN,,39.181775,-76.466514,Med
3505,1289,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.201108000000005,-76.467681,High
3506,1293,UNKNOWN,"Wreck - Submerged, nondangerous",39.209441999999996,-76.44668100000001,High
3507,1294,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.211775,-76.446903,Med
3508,999,CITY OF ANNAPOLIS,"Wreck - Submerged, dangerous to surface navigation",37.855281,-76.169844,High
3509,1001,KENT,,37.916792,-76.21633100000001,Low
3510,1013,COLUMBIA,Not Charted,38.000128000000004,-76.499675,Low
3511,433,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.329762,-76.14205799999999,High
3512,112,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.017697,-76.356219,High
3513,1109,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.659633,-76.28315,Med
3514,7227,DOROTHY,"Wreck - Submerged, dangerous to surface navigation",37.860116999999995,-76.161467,High
3515,6878,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.339153,-76.463992,High
3516,15189,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.881694,-77.0315,High
3517,7228,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.745831,-76.45765300000001,High
3518,7238,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.626383000000004,-76.42049200000001,High
3519,7239,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.627814,-76.43569699999999,High
3520,7240,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.962467,-76.195031,High
3521,7241,COLUMBUS,"Wreck - Submerged, dangerous to surface navigation",37.963767,-76.198503,High
3522,7242,MARY L. MCALLISTER,"Wreck - Submerged, nondangerous",37.779775,-76.184436,High
3523,7291,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.064808,-76.056861,High
3524,7060,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",36.957091999999996,-76.344664,Low
3525,2361,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.863378000000004,-76.157608,High
3526,2366,EKIE,"Wreck - Submerged, dangerous to surface navigation",38.595647,-76.411814,High
3527,1519,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.331769,-76.449119,High
3528,1359,E.M.HALL,Not Charted,39.450114,-75.999667,Low
3529,1360,KLONDYKE,Not Charted,39.450114,-75.999667,Low
3530,1884,UNKNOWN,Not Charted,37.882313,-76.139471,High
3531,13597,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.225442,-76.538172,High
3532,12490,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.155421999999994,-76.636064,High
3533,12491,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.127466999999996,-76.637222,High
3534,12492,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.034444,-76.528072,High
3535,12494,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",36.997014,-76.2979,High
3536,12499,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.004353,-76.28044200000001,High
3537,13714,WRECK,"Wreck - Submerged, dangerous to surface navigation",38.067069000000004,-76.446386,High
3538,13716,WREC K,"Wreck - Submerged, dangerous to surface navigation",38.12285,-76.557939,High
3539,13796,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.025822,-76.17150600000001,High
3540,13797,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",36.994714,-76.175978,High
3541,13799,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.033944,-76.147544,High
3542,13836,WRECK,"Wreck - Submerged, dangerous to surface navigation",38.400056,-76.370667,High
3543,13352,UNKNOWN,,37.384803000000005,-76.150494,Med
3544,13868,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.344733000000005,-76.04656700000001,Low
3545,12742,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.441581,-76.42948100000001,Med
3546,13897,MARGARET,"Wreck - Submerged, dangerous to surface navigation",38.649111,-76.395778,Low
3547,13994,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.647908,-76.256608,Low
3548,13995,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.638464,-76.267997,Low
3549,13997,MIMI,"Wreck - Submerged, dangerous to surface navigation",37.558464,-76.257994,Low
3550,13998,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.556667,-76.238333,Low
3551,13541,UNKNOWN,Wreck - Visible,36.850731,-76.313139,
3552,13543,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",36.840889000000004,-76.288756,
3553,12393,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.237122,-76.421195,High
3554,9854,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.687616999999996,-76.52745300000001,Low
3555,9855,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.755117,-76.388006,Low
3556,9856,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.73345,-76.52467800000001,Low
3557,9525,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.255106,-76.594686,Low
3558,9544,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",36.932464,-76.054742,High
3559,9545,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",36.934083,-76.055444,High
3560,10006,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.809364,-76.379133,High
3561,10395,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.794233,-76.412678,High
3562,10396,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.777892,-76.431203,High
3563,9730,UNKNOWN,Wreck - Visible,39.129275,-76.299678,Low
3564,9739,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.995944,-76.3919,Low
3565,9740,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.979033,-76.410331,High
3566,9741,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.256775,-76.324678,Low
3567,9748,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.15,-76.367778,Low
3568,9749,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.155664,-76.355233,Low
3569,9750,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.15,-76.408889,Low
3570,9384,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.066775,-76.416347,Low
3571,9387,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.077331,-76.457736,Low
3572,14583,UNKNOWN,Wreck - Visible,38.483111,-77.274472,High
3573,9391,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.053494,-76.432806,High
3574,9392,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.071008,-76.420153,High
3575,9396,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.098611,-76.420556,Low
3576,9398,UNKNOWN,Wreck - Visible,39.086825,-76.483339,High
3577,9399,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.026861,-76.396125,Low
3578,9400,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.016667,-76.38833299999999,Low
3579,9401,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.067625,-76.438856,High
3580,9403,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.010389,-76.3719,Low
3581,9424,HERBERT D. MAXWELL,"Wreck - Submerged, dangerous to surface navigation",38.932697,-76.393789,High
3582,9432,CHASE,Wreck - Visible,39.140297,-76.262783,High
3583,9813,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",36.972558,-76.440225,High
3584,9840,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.786228,-76.508567,Low
3585,10160,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.823446999999994,-76.366339,Low
3586,9849,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.751319,-76.522717,High
3587,9851,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.73095,-76.52884399999999,Low
3588,9852,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.763728,-76.533289,Low
3589,9853,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.693728,-76.52050799999999,Low
3590,9516,UNKNOWN,Wreck - Visible,39.130808,-76.244222,High
3591,9517,UNKNOWN,Wreck - Visible,39.149460999999995,-76.246961,High
3592,9519,UNKNOWN,Wreck - Visible,39.213442,-76.26634200000001,Low
3593,3189,C.G. WILLIS BARGE,"Wreck - Submerged, dangerous to surface navigation",37.890474,-76.13243100000001,High
3594,3190,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.148319,-76.152197,High
3595,3191,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.225064,-76.191425,High
3596,3193,UNKNOWN,Not Charted,37.780128000000005,-76.116328,Low
3597,3425,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.089089,-76.250222,High
3598,3427,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.160121999999994,-76.299667,Low
3599,3431,UNKNOWN,,37.651794,-76.09299200000001,Med
3600,3432,UNKNOWN,,37.657628,-76.103328,Med
3601,3433,SQUAREHEAD,"Wreck - Submerged, dangerous to surface navigation",38.271233,-76.373836,Low
3602,2648,UNKNOWN,"Wreck - Submerged, nondangerous",38.33155,-76.487775,High
3603,2748,UNKNOWN,Wreck - Visible,36.904036,-76.092156,Low
3604,3336,UNKNOWN,Wreck - Visible,38.362621999999995,-76.386336,Low
3605,2773,HUSTLER,"Wreck - Submerged, dangerous to surface navigation",38.213456,-76.196331,Poor
3606,2778,NEW JERSEY,,38.617556,-76.409972,High
3607,2781,FANNY INSLEY,Not Charted,37.640131,-76.164661,Poor
3608,2789,PECOMIC,Not Charted,37.240139,-76.037989,Poor
3609,2792,MARGARET,Not Charted,37.106808,-76.251328,Low
3610,2793,ATKINSON,"Wreck - Submerged, dangerous to surface navigation",37.058478,-76.177992,Poor
3611,2795,MARGARET ATKINSON,Not Charted,37.015144,-76.239661,Poor
3612,2797,WANDERER,Not Charted,36.966811,-76.229661,Poor
3613,2798,MARY HOOPER,Not Charted,36.960147,-76.349664,Poor
3614,14975,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.332231,-76.014361,Low
