Record #,Vessel Terms,Feature Type,Lat,Lng,GP Quality,Dive Site Name,Dive Site ID,Distance from Wreck
67,UNKNOWN,"Wreck - Submerged, nondangerous",24.942078,-81.959542,Low,Smith Shoal,22379,15.68
68,SPOT JACK,Not Charted,24.942083,-82.774842,Low,Dry Tortugas,22517,21.57
69,GUNDOR,Not Charted,24.948744,-81.776481,Low,Smith Shoal,22379,18.21
70,NORLINDO,Not Charted,24.9504,-83.999844,Low,Araby Maid wreck,20675,16.79
71,BOSILJKA,Not Charted,24.950339000000003,-87.958197,Low,,,
72,EDWARD LUCKENBACK,Not Charted,24.952078,-81.899819,Low,Smith Shoal,22379,16.19
73,VITRIC,Not Charted,24.967072,-80.316439,Low,USCG Bibb,22514,4.39
75,NORTHERN LIGHT,Not Charted,25.050403,-80.216436,Low,Aquarius Underwater Ocean Laboratory,22627,3.88
76,BENWOOD,Not Charted,25.052069,-80.333108,Low,Benwood Wreck,22330,0.05
77,OUTBOUND,Not Charted,25.217061,-79.128869,Low,Tuna Alley,23307,7.82
78,BAJA CALIFORNIA,Not Charted,25.233739,-82.449833,Low,Baja California Wreck,20663,8.28
79,H.M. BICKFORD,Not Charted,25.25035,-86.349858,Low,,,
80,UNKNOWN,Not Charted,25.342058,-80.16476899999998,Low,Patch Reef 1 off Broad Creek,21410,2.32
81,F.V. SYLVIA,Not Charted,25.367056,-80.1331,Low,Doc DeMilly Memorial Reef,21404,0.14
82,MIMIVA,Not Charted,25.383722,-80.049764,Low,Arida Wreck,20672,1.76
84,MONTGOMERY,Not Charted,25.500386,-80.19976899999997,Low,Bache Shoal,21409,2.35
85,POTRERO DEL LLANO,Not Charted,25.550383,-79.933092,Poor,Blue Fire,21327,8.97
86,UNTATA,Not Charted,25.583717,-80.033097,Low,Blue Fire,21327,3.71
87,ATHENE,Not Charted,25.583717,-80.083097,Low,Fowey Lighthouse / Fowey Rocks,21382,0.96
89,UNKNOWN,Not Charted,25.654544,-79.316386,Low,South Turtle Rocks,20686,0.40
90,GEJA,"Wreck - Submerged, nondangerous",25.703989,-80.010594,Low,Sheri-Lynn,21316,4.47
91,POLAR,Not Charted,25.717042000000006,-80.116433,Low,Neptune Memorial Reef,22758,1.22
92,UNKNOWN,"Wreck - Submerged, nondangerous",25.783708,-80.049764,Low,Esjoo Wreck,20497,1.45
93,ELIZABETH,Not Charted,25.810375,-80.08559699999998,Low,Radio Tower Pyramids,21362,0.27
94,UNKNOWN,,25.817042,-80.064764,Low,Mathew Lawrence Barge,21322,0.68
95,TOUCHET,Not Charted,25.833664,-86.499881,Low,,,
96,SEMINOLE,Not Charted,25.867039,-79.333056,Low,Atlantis Road,20716,7.72
97,EAGLE,Not Charted,25.867047,-82.333158,Low,R-Tower,21582,8.60
98,MONSTER,Not Charted,25.900369,-79.26305,Low,Atlantis Road,20716,9.29
99,CORAL SEA,"Wreck - Submerged, dangerous to surface navigation",25.937044,-82.103153,Low,Black Hole,21581,7.19
100,PENTREL 14,Not Charted,25.947042,-82.874836,Low,Fantastico,21594,24.26
101,USS PC 463,Not Charted,25.947042,-82.874836,Low,Fantastico,21594,24.26
102,JOSEPH M CUDA,Not Charted,25.950364,-83.949853,Low,,,
103,UNKNOWN,Not Charted,25.980922,-79.102486,Low,Hesperus Wreck,20738,12.20
104,MONSTER,Not Charted,25.9837,-79.183047,Low,Hesperus Wreck,20738,13.14
105,CONMAR,Not Charted,26.000367,-79.99976099999998,Low,Emmi Boggs Wreck,20489,3.52
108,CRAZY JIM,"Wreck - Submerged, nondangerous",26.017033,-80.033097,Low,Emmi Boggs Wreck,20489,1.62
113,SAMA,Not Charted,26.067031,-79.74975,Low,AFDL 8 Navy Dock Wreck,15938,17.62
117,FRANK BAKER,Not Charted,26.150361,-79.866422,Low,Buddy Merrit Wreck,20613,10.39
118,ELI ALLEN,Not Charted,26.167028,-79.633075,Low,Hydro Atlantic,23283,24.70
119,UNKNOWN,Not Charted,26.167033,-81.849811,Low,Santa Lucia,21569,5.35
123,CUMBERLAND,Not Charted,26.205914,-80.084764,Low,Copenhagen,21347,0.02
124,CG 83421,Not Charted,26.233692,-79.083042,Low,,,
127,UNKNOWN,Not Charted,26.347583,-82.116483,Low,Isabell,21580,11.29
128,UNKNOWN,Not Charted,26.347583,-82.130372,Low,Isabell,21580,11.20
130,UNKNOWN,Not Charted,26.452017,-80.058375,Low,Seagate,21288,0.76
132,OHIOAN,Not Charted,26.517014,-79.983094,Low,"Boynton Beach,Florida",24075,2.37
133,UNKNOWN,Not Charted,26.563681,-80.038094,Low,Gazebo Reef,20531,1.16
137,TORNY,Not Charted,26.666972,-86.666572,Low,,,
139,ALLEGHANY,Not Charted,26.700303,-86.799908,Low,,,
143,UNKNOWN,Not Charted,26.914225,-79.102492,Low,Sugar Wreck - Memory Rock,23079,10.21
144,M.R. SHAW SR.,Not Charted,26.967,-80.833114,Low,,,
145,E.L. COTTINGHAM,Not Charted,26.966975,-85.16655,Low,,,
146,SONORA,Not Charted,27.000336,-77.999647,Low,,,
147,GULFLAND,Not Charted,27.0045,-80.085875,Low,Black Rock,20640,3.12
148,REPUBLIC,Not Charted,27.010333000000006,-80.044761,Low,Black Rock,20640,1.32
150,UNKNOWN,Not Charted,27.018664,-80.079761,Low,Black Rock,20640,2.35
151,UNKNOWN,Not Charted,27.033664,-79.174717,Low,Sugar Wreck - Memory Rock,23079,1.58
152,UNKNOWN,Not Charted,27.050331,-80.066428,Low,Black Rock,20640,2.02
153,UNKNOWN,Not Charted,27.069775,-80.06115,Low,Black Rock,20640,2.99
156,W D ANDERSON,Not Charted,27.150328,-79.933092,Low,Halsey Wreck,20588,7.46
157,UNKNOWN,Not Charted,27.198658,-80.1631,Low,Halsey Wreck,20588,7.56
162,UNKNOWN,Not Charted,27.341153,-80.081153,Low,Halsey Wreck,20588,9.99
163,CONISCLIFFE,Not Charted,27.350319,-79.516403,Low,Fuggedaboudit Wreck,20524,15.15
166,AMAZONE,Not Charted,27.394486,-80.05198299999998,Low,Halsey Wreck,20588,13.38
167,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.394486,-80.05309399999999,Low,Halsey Wreck,20588,13.38
170,UNKNOWN,Not Charted,27.479758,-80.278658,Low,Halsey Wreck,20588,24.18
2404,PAN MASSACHUSETTS,Not Charted,28.450278000000004,-80.133092,Low,Damocles Wreck,20509,9.47
12925,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",24.565133,-81.81015,High,Nine Foot Stake,22323,7.09
13307,IMPATIENCE,Wreck - Visible,28.419722,-80.580556,Med,KORSHOLM,24188,15.96
13308,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.411386,-80.583508,Med,KORSHOLM,24188,15.48
13872,WRECK,"Wreck - Submerged, dangerous to surface navigation",24.55,-81.725,Med,Aquanaut,22376,4.92
13873,WRECK,"Wreck - Submerged, dangerous to surface navigation",24.55,-81.7,Med,The Sambo Reefs,22382,4.58
13875,UNKNOWN,Wreck - Visible,24.49,-81.677222,Med,The Sambo Reefs,22382,0.27
3197,BELLE TRIX,,26.282031,-82.106483,Low,Isabell,21580,7.00
3203,QUEEN B V,"Wreck - Submerged, dangerous to surface navigation",26.888672,-82.131478,Low,Antonio Ensenat Wreck,20679,20.50
3205,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",26.882839,-82.060367,Low,Antonio Ensenat Wreck,20679,24.47
2672,OCEAN VENUS,"Wreck - Submerged, dangerous to surface navigation",28.388058,-80.294208,Low,Damocles Wreck,20509,1.22
2673,STURTEVANT,"Wreck - Submerged, dangerous to surface navigation",24.76325,-82.01952800000002,Med,Coffins Patch,20555,5.91
3232,UNKNOWN,Wreck - Visible,26.965214000000003,-81.992644,High,,,
3234,UNKNOWN,"Wreck - Submerged, nondangerous",27.040889,-81.980364,Low,,,
3238,BIG WHEEL,,25.167042,-84.99985,Low,,,
3268,UNKNOWN,Wreck - Visible,27.097828000000003,-80.29476899999997,Low,Colson's Barge,20548,8.63
3269,UNKNOWN,Wreck - Visible,27.129772,-80.267825,Low,Colson's Barge,20548,8.90
3271,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.133939,-80.265047,Low,Colson's Barge,20548,9.02
3279,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.190047,-80.27060300000002,Low,Colson's Barge,20548,12.50
3309,NELLIE,Wreck - Visible,26.917,-80.716444,Low,,,
3315,TEGRA,"Wreck - Submerged, dangerous to surface navigation",26.902556,-80.648389,Med,,,
2749,ORION,,26.133703,-82.03315,Low,Tea Cup Ledges,21573,0.17
2761,LITTLE DAVID,"Wreck - Submerged, dangerous to surface navigation",26.600353,-82.399819,Low,Box Car,20629,20.19
2763,UNKNOWN,"Wreck - Submerged, nondangerous",25.483728,-82.449833,Low,Baja California Wreck,20663,20.27
2768,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.466983000000006,-82.708153,Low,Regina Sugar Barge Wreck,24279,0.53
2777,UNKNOWN,"Wreck - Submerged, nondangerous",26.483689,-82.733161,Low,Box Car,20629,5.05
2794,UNKNOWN,"Wreck - Submerged, nondangerous",26.287861,-82.833167,Low,Fantastico,21594,0.59
2799,UNKNOWN,,26.733667,-83.749853,Low,,,
2801,UNKNOWN,,25.425397,-82.916508,Low,,,
3104,GOODLUCK,Wreck - Visible,24.603244,-81.88693599999998,High,Alexander’s Wreck,22374,6.03
2546,UNKNOWN,Wreck - Visible,24.547925,-81.406467,Low,Looe Key Reef,22296,0.22
3117,UNKNOWN,Wreck - Visible,24.584489,-81.819156,High,Nine Foot Stake,22323,8.54
3119,UNKNOWN,Wreck - Visible,24.592644,-81.799397,High,Nine Foot Stake,22323,8.66
3121,ERICKSON,"Wreck - Submerged, dangerous to surface navigation",24.586833,-81.809686,High,Nine Foot Stake,22323,8.47
3122,MARIE J. THOMPSON,"Wreck - Submerged, dangerous to surface navigation",24.586375,-81.808875,High,Nine Foot Stake,22323,8.42
3124,UNKNOWN,Wreck - Visible,24.585061,-81.811575,High,Nine Foot Stake,22323,8.39
3126,UNKNOWN,Wreck - Visible,24.582494,-81.811853,High,Nine Foot Stake,22323,8.23
2547,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",24.558756,-81.41646899999998,Low,Looe Key Reef,22296,1.09
2832,OUTLAW,,26.750342,-82.999833,Low,Bay Ronto Wreck,20659,7.00
2836,UNKNOWN,"Wreck - Submerged, nondangerous",26.017033,-83.516514,Low,,,
2842,TOOTS,"Wreck - Submerged, nondangerous",25.550381,-83.749847,Low,,,
2845,UNKNOWN,"Wreck - Submerged, nondangerous",25.907025,-84.33319200000003,Low,,,
2847,UNKNOWN,,27.391653,-80.061261,High,Halsey Wreck,20588,13.22
2851,LAERTES,Not Charted,28.478611,-80.366433,Poor,Damocles Wreck,20509,7.98
2854,BEACONSHIRE,Not Charted,27.651975,-80.348106,Poor,,,
2572,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",24.543144,-81.825875,High,Eastern Dry Rocks,22343,5.93
2577,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",24.550922,-81.81778299999998,High,Nine Foot Stake,22323,6.44
2855,HALSEY,Not Charted,27.383653,-80.13309699999998,Low,Halsey Wreck,20588,13.84
2856,GEORGES VALENTINE,Not Charted,27.198658,-80.1631,Poor,Halsey Wreck,20588,7.56
2857,J.H. LANE,Not Charted,27.116994,-80.116431,Poor,Colson's Barge,20548,7.14
2858,COPENHAGEN,Not Charted,26.247025,-80.078097,Poor,Angels Reef,20684,0.25
2859,HMS WINCHESTER,Not Charted,25.200397,-80.218103,Poor,Carysfort Lighthouse,22334,1.54
2860,EL INFANTE,"Wreck - Submerged, dangerous to surface navigation",24.935408,-80.468111,Poor,El Infante,20478,0.68
2861,SAN JOSEY LAS AMINAS,"Wreck - Submerged, dangerous to surface navigation",24.918742,-80.518114,Poor,1733 Capitana el Rubi,24179,0.47
2862,ALLIGATOR,"Wreck - Submerged, dangerous to surface navigation",24.852078,-80.61645,Poor,Alligator Reef,23371,0.83
2863,EL PODER DE DIOS,"Wreck - Submerged, dangerous to surface navigation",24.817081,-80.699783,Poor,San Pedro 1733,24186,3.44
2869,UNKNOWN,Not Charted,25.560383,-80.094767,Poor,Brewster Reef,20623,0.37
3163,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",24.657338,-81.898166,Low,Smith Shoal,22379,4.39
2922,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",24.656603,-81.884247,High,Smith Shoal,22379,4.75
8471,UNKNOWN,Wreck - Visible,25.590067,-80.16220799999998,High,"Virgina reef, Biscayne National Park",23249,2.78
8473,UNKNOWN,Wreck - Visible,25.587803,-80.16475799999998,High,"Virgina reef, Biscayne National Park",23249,2.62
8474,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",25.579967,-80.292578,High,"Virgina reef, Biscayne National Park",23249,8.25
8475,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",25.525856,-80.299161,High,Lake Victoria,22194,6.60
8476,UNKNOWN,Wreck - Visible,25.530217,-80.2598,High,"Virgina reef, Biscayne National Park",23249,6.10
8478,UNKNOWN,Wreck - Visible,25.588006,-80.16543100000001,High,"Virgina reef, Biscayne National Park",23249,2.64
8484,UNKNOWN,Wreck - Visible,25.6465,-80.174072,High,Stiltsville,24189,0.66
8494,TRESSPASSER,Wreck - Visible,25.507056,-80.258944,Low,Bache Shoal,21409,6.00
8265,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",24.947075,-80.454778,Low,Aquarius Underwater Laboratory,20676,0.26
8266,ALMA DEAN,"Wreck - Submerged, dangerous to surface navigation",24.75375,-80.816456,Low,Angustias Wreck,20682,3.86
8267,CAPT CRUNCH,Wreck - Visible,25.008739,-80.39144399999998,Low,Molasses Reef,22251,0.72
8268,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",24.883744,-80.574781,Low,Herrera Wreck,20607,1.86
8269,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",24.987072,-80.416444,Low,Pickles Reef,22338,0.08
8271,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",24.670419,-80.963122,Low,Hermans Behind,20599,4.35
8272,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",24.988739,-80.415611,High,Pickles Reef,22338,0.18
8273,UNKNOWN,,24.70875,-80.876456,High,El Capitan Wreck,20447,0.14
8275,SCUFFLER,"Wreck - Submerged, dangerous to surface navigation",24.848467000000007,-80.624783,Low,Alligator Reef,23371,1.00
7416,MANDALAY,"Wreck - Submerged, dangerous to surface navigation",25.443719,-80.121433,Low,Long Reef,21399,0.09
7417,ARAKANAPKA,"Wreck - Submerged, dangerous to surface navigation",25.592047,-80.094767,Low,Fowey Lighthouse / Fowey Rocks,21382,0.17
7418,LUGANA,"Wreck - Submerged, dangerous to surface navigation",25.443719,-80.11976700000002,Low,Long Reef,21399,0.02
7419,ADAMELIA,"Wreck - Submerged, dangerous to surface navigation",25.675378,-80.1081,High,Emerald Reef,21385,0.59
7421,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",25.717667,-80.199389,High,Neptune Memorial Reef,22758,3.95
7422,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",25.433722,-80.249772,Low,Bache Shoal,21409,6.36
7424,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",25.518717,-80.306442,Low,Lake Victoria,22194,6.06
7425,MYSTIC ISLE,"Wreck - Submerged, dangerous to surface navigation",25.710933,-80.080875,High,Proteus,21357,0.55
7426,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",25.667047,-80.233103,Low,Stiltsville,24189,4.11
7429,ERL KING,"Wreck - Submerged, dangerous to surface navigation",25.425389000000006,-80.124767,Low,Erl King,21401,0.06
7430,ALICIA,"Wreck - Submerged, dangerous to surface navigation",25.412056,-80.1281,Low,Alicia,21402,0.05
8349,SWIFTWATER II,"Wreck - Submerged, dangerous to surface navigation",24.69,-80.856667,Low,El Capitan Wreck,20447,1.94
4563,PANKY,"Wreck - Submerged, nondangerous",25.967022,-84.33319200000003,Low,,,
4595,UNKNOWN,Wreck - Visible,24.568633,-81.808881,High,Nine Foot Stake,22323,7.28
4596,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",24.568825,-81.81375600000001,High,Nine Foot Stake,22323,7.41
4597,UNKNOWN,Wreck - Visible,24.570556,-81.808642,High,Nine Foot Stake,22323,7.39
3719,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",24.950408,-81.499808,Low,Sugarloaf Key Quarry,23310,22.82
3720,ESCAPE MACHINE,"Wreck - Submerged, dangerous to surface navigation",25.172069,-81.499808,Low,,,
4473,UNKNOWN,,24.70125,-80.866456,Low,El Capitan Wreck,20447,0.96
4474,UNKNOWN,,24.70875,-80.87812199999998,Low,El Capitan Wreck,20447,0.09
4478,UNKNOWN,Wreck - Visible,25.646139,-80.174722,High,Stiltsville,24189,0.70
4479,UNKNOWN,Wreck - Visible,25.6459,-80.174544,High,Stiltsville,24189,0.71
4480,UNKNOWN,Wreck - Visible,25.646669,-80.178997,High,Stiltsville,24189,0.85
4481,UNKNOWN,Wreck - Visible,25.646925,-80.17750799999997,High,Stiltsville,24189,0.77
4482,UNKNOWN,Wreck - Visible,25.647358,-80.162864,High,Stiltsville,24189,0.61
4483,UNKNOWN,Wreck - Visible,25.654436,-80.177578,High,Stiltsville,24189,0.56
4484,UNKNOWN,Wreck - Visible,25.654675,-80.16418900000002,High,Stiltsville,24189,0.27
4485,UNKNOWN,Wreck - Visible,25.654833,-80.164,High,Stiltsville,24189,0.28
4486,UNKNOWN,Wreck - Visible,25.685947,-80.180239,High,Stiltsville,24189,2.29
4487,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",25.686394,-80.180256,High,Stiltsville,24189,2.31
4489,HALF MOON,"Wreck - Submerged, dangerous to surface navigation",25.727111,-80.134525,High,Half Moon Wreck,20580,0.01
53438,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.495222,-80.54136700000002,Low,Damocles Wreck,20509,17.56
14406,WRECK,"Wreck - Submerged, dangerous to surface navigation",28.308041,-80.456999,High,KORSHOLM,24188,7.52
14407,WRECK,"Wreck - Submerged, dangerous to surface navigation",28.310023,-80.457223,High,KORSHOLM,24188,7.65
14404,WRECK,"Wreck - Submerged, dangerous to surface navigation",28.305692,-80.45809799999998,High,KORSHOLM,24188,7.35
14762,CAPT CHRIS,"Wreck - Submerged, nondangerous",24.775194,-82.141361,Med,Coffins Patch,20555,12.03
14763,WRECK,"Wreck - Submerged, dangerous to surface navigation",24.708361,-81.956778,High,Coffins Patch,20555,1.87
14765,CAPT CRAIG,"Wreck - Submerged, dangerous to surface navigation",24.833222,-82.049139,Med,Coffins Patch,20555,11.07
14769,WRECK,"Wreck - Submerged, dangerous to surface navigation",24.790083,-82.050861,Med,Coffins Patch,20555,8.51
14770,WRECK,"Wreck - Submerged, dangerous to surface navigation",24.940083,-81.951583,Med,Smith Shoal,22379,15.47
14771,WRECK,"Wreck - Submerged, dangerous to surface navigation",24.952028,-81.954472,Med,Smith Shoal,22379,16.31
14988,WRECK,"Wreck - Submerged, dangerous to surface navigation",24.683417,-81.878889,High,Smith Shoal,22379,3.42
15171,UNKNOWN,"Wreck - Submerged, nondangerous",25.769667,-80.188,High,BlueFire Wreck,20634,3.71
15172,UNKNOWN,"Wreck - Submerged, nondangerous",25.764917,-80.15033299999997,High,Jose Cuervo,21403,1.40
8417,DREADNAUGHT,"Wreck - Submerged, dangerous to surface navigation",46.466008,-86.645711,Med,Bermuda,23978,0.10
6925,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",46.600831,-90.878025,High,Lucerne Wreck,16939,9.95
2349,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",46.417944,-86.66126700000002,Med,Smith Moore,24315,3.32
2351,SMITH MOORE,"Wreck - Submerged, dangerous to surface navigation",46.457167,-86.616436,Low,Smith Moore,24315,0.13
2354,DREDNAUGHT,"Wreck - Submerged, dangerous to surface navigation",46.466081,-86.645658,Low,Bermuda,23978,0.10
2355,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",46.475019,-84.302814,High,,,
2360,CHARLES J. KERSHAW,Not Charted,46.5,-87.35,Poor,,,
2364,SMITH MARE,"Wreck - Submerged, dangerous to surface navigation",46.457011,-86.614797,High,Smith Moore,24315,0.17
2365,SUPERIOR,Not Charted,46.566606,-86.666827,Poor,Steven M. Selvick,23977,6.10
2368,STORUCCA,Not Charted,46.683331,-85.666814,Poor,,,
2369,WESTON RESERVE,Not Charted,46.683331,-85.666667,Poor,,,
2370,PITZ,Wreck - Visible,46.692264,-91.8584,High,May Flower Wreck,16536,10.10
2373,UNKNOWN,Wreck - Visible,46.733969,-92.154913,Low,Thomas Wilson Wreck,17017,5.37
2374,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",46.736189,-92.053856,High,Thomas Wilson Wreck,17017,3.31
2375,UNKNOWN,Wreck - Visible,46.738272,-92.094133,High,Thomas Wilson Wreck,17017,3.36
2376,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",46.75887700000001,-88.458742,High,,,
2377,SS ALEY NUMICK,"Wreck - Submerged, dangerous to surface navigation",46.766686,-85.26678299999998,Poor,Panther,21612,18.27
2378,A.A. PARKER,"Wreck - Submerged, nondangerous",46.766644,-85.966833,Poor,,,
2379,UNKNOWN,"Wreck - Submerged, nondangerous",46.767519,-85.254839,Low,Panther,21612,17.73
2380,UNKNOWN,,46.782764,-88.481961,Med,,,
2381,THOMAS WILSON,"Wreck - Submerged, dangerous to surface navigation",46.78355,-92.069489,High,Thomas Wilson Wreck,17017,0.11
2384,UNKNOWN,Wreck - Visible,46.789794,-90.850183,Med,Fedora Wreck,16522,5.45
2385,UNKNOWN,Wreck - Visible,46.80585,-90.822072,Med,Fedora Wreck,16522,3.81
2386,PASADENA,Not Charted,47.233258,-88.666788,Poor,,,
2387,UNKNOWN,"Wreck - Submerged, nondangerous",46.857266,-91.102103,High,Sevona Wreck,16404,13.85
2388,BENJAMIN NOBLE,"Wreck - Submerged, nondangerous",46.93333300000001,-91.766667,Poor,Niagra Wreck,16458,0.14
2390,SEVONA,"Wreck - Submerged, dangerous to surface navigation",47.007956,-90.90205,High,Sevona Wreck,16404,0.63
2393,ALTADOC,Not Charted,47.399903,-87.700114,Poor,Mesquite,21666,13.06
2394,STEEL VENDER,Not Charted,47.408239,-87.266789,Poor,Edmund Fitzgerald,21646,22.48
2395,JAMES PICKANDS,Not Charted,47.433247,-88.283436,Poor,Mesquite,21666,15.74
2396,WILLIAM C. MORELAND,Not Charted,47.433249,-88.283437,Poor,Mesquite,21666,15.74
2397,BANGOR,Not Charted,47.466667,-88.15,Poor,Mesquite,21666,11.62
2398,R.G. COBURN,Not Charted,47.47490300000001,-87.80011,Poor,Mesquite,21666,11.67
2399,S.R. KIRBY,Not Charted,47.46657800000001,-88.150104,Poor,Mesquite,21666,11.62
2400,SUNBEAM,Not Charted,47.483233,-87.796777,Poor,Mesquite,21666,12.20
2401,ALGOMA,Not Charted,47.96655,-88.750078,Poor,Lake Superior Isle Royal,22161,8.39
2402,EMPORER,Not Charted,48.206536,-88.500064,Poor,,,
2403,Q.E. PARKS,Not Charted,48.333206,-89.000064,Poor,,,
12508,ELY,Wreck - Visible,47.012078,-91.678942,High,Samuel P Ely Wreck,16486,0.14
12517,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",46.751389,-92.075,Low,Thomas Wilson Wreck,17017,2.23
12518,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",46.748914,-92.076667,Low,Thomas Wilson Wreck,17017,2.41
12519,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",46.733917,-92.154581,Low,Thomas Wilson Wreck,17017,5.36
2985,PRETORIA,"Wreck - Submerged, dangerous to surface navigation",47.088542,-90.390447,Low,Pretoria Wreck,16667,0.77
2987,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",46.882431,-90.761294,Low,Ottawa Wreck,16662,0.31
2991,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",46.858264,-90.780183,Low,Fedora Wreck,16522,0.32
3001,UNKNOWN,Wreck - Visible,46.781322,-90.86185,Low,Lucerne Wreck,16939,6.02
3057,ELY,"Wreck - Submerged, dangerous to surface navigation",47.011864,-91.678383,Med,Samuel P Ely Wreck,16486,0.11
3343,UNKNOWN,Wreck - Visible,46.604458,-90.947119,High,Lucerne Wreck,16939,11.83
3350,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",46.587619,-90.904214,High,Lucerne Wreck,16939,11.40
3352,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",46.598811,-90.877081,High,Lucerne Wreck,16939,10.05
3415,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",46.723547,-90.750181,Med,Lucerne Wreck,16939,0.81
15093,UNKNOWN,Wreck - Visible,29.87925,-81.3166,Low,Castillo De San Marcos Moorings,20602,1.32
8902,GREAT WHITE,"Wreck - Submerged, dangerous to surface navigation",31.927208,-80.909256,High,Liberty Ship A.B. Daniels,23256,17.45
8763,UNKNOWN,Wreck - Visible,32.083178000000004,-81.043492,High,,,
8764,UNKNOWN,Wreck - Visible,32.098806,-81.108417,High,,,
10594,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.515471999999995,-81.20830600000002,High,Rabbit`s Lair,21455,2.28
11051,MISS MT. HOPE,"Wreck - Submerged, dangerous to surface navigation",31.5475,-81.098333,Low,Liberty Ship A.B. Daniels,23256,11.04
11058,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",32.805444,-79.932778,High,Cooper River,22160,11.50
11772,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.189406,-81.65898100000003,Med,St. Johns River,22756,9.52
11773,EIGHT THIRTY,"Wreck - Submerged, dangerous to surface navigation",30.18405,-81.68186899999998,High,St. Johns River,22756,10.26
11136,UNKNOWN,Wreck - Visible,30.682139000000006,-81.460861,High,Rabbit`s Lair,21455,20.29
11137,UNKNOWN,Wreck - Visible,30.681089,-81.461214,Low,Rabbit`s Lair,21455,20.27
11138,UNKNOWN,Wreck - Visible,30.667483,-81.46889399999998,Low,Rabbit`s Lair,21455,20.19
14831,UNKNOWN,Wreck - Visible,30.671917,-81.473972,High,Rabbit`s Lair,21455,20.60
11474,ESPECO,"Wreck - Submerged, dangerous to surface navigation",31.883408000000006,-80.882614,High,Liberty Ship A.B. Daniels,23256,15.49
10412,UNKNOWN,Wreck - Visible,32.082486,-81.043778,High,,,
10413,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",32.087097,-81.0466,Low,,,
10416,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",32.081542,-81.064278,Med,,,
10417,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",32.086110999999995,-81.094,Med,,,
10418,UNKNOWN,Wreck - Visible,32.098808,-81.108417,High,,,
10421,ERIKA J,"Wreck - Submerged, nondangerous",32.755944,-79.8865,High,Cooper River,22160,15.08
11166,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",33.21265,-79.089058,High,The Vermillion,23440,13.57
11167,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",33.212578,-79.08875,High,The Vermillion,23440,13.55
11168,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",33.212171999999995,-79.086517,High,The Vermillion,23440,13.42
10467,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.427614,-81.240483,High,Montgomery`s Reef,21457,1.48
11217,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.313458,-81.640292,Low,St. Johns River,22756,1.23
11218,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.318306,-81.633583,Med,St. Johns River,22756,0.71
